 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
109,image.tiff:0246-0889,221,141.959,11.278,146,114,169,889.803,246.812,889.881,246.800,54.938,881,238,17,17,17.923,15.700,49.608,0.920,18.788,31373.000,142,-0.941,14.789,0,31373.000,1,881,251,25.201,16.263,1.142,0.876,0.940
110,image.tiff:0258-0937,206,147.131,19.144,159,108,195,936.718,258.796,937.074,258.824,52.942,929,250,16,16,17.102,15.336,33.744,0.924,19.105,30309.000,148,-0.288,2.514,0,30309.000,1,929,265,42.879,16.000,1.115,0.897,0.941
111,image.tiff:0254-0800,247,146.243,11.962,135,122,184,799.759,254.281,799.882,254.101,58.707,792,244,16,20,20.055,15.682,92.637,0.901,21.190,36122.000,145,1.009,-7.764,0,36122.000,1,797,244,109.290,16.000,1.279,0.782,0.937
112,image.tiff:0240-0674,173,147.827,12.815,144,118,190,674.743,239.922,674.717,239.702,47.960,667,233,15,14,15.837,13.909,169.799,0.945,17.000,25574.000,147,0.153,6.409,0,25574.000,1,667,236,151.928,14.000,1.139,0.878,0.945
113,image.tiff:0246-0428,177,144.938,9.289,140,125,179,428.150,246.658,428.206,246.533,48.643,421,239,14,15,15.911,14.164,74.803,0.940,17.000,25654.000,143,1.456,-11.626,0,25654.000,1,424,254,61.928,14.000,1.123,0.890,0.952
114,image.tiff:0224-0361,240,152.267,12.309,150,122,186,361.579,224.537,361.433,224.433,58.642,351,217,21,15,22.067,13.848,20.289,0.877,22.472,36544.000,150,1.323,-13.126,0,36544.000,1,351,228,20.854,14.633,1.594,0.628,0.932
115,image.tiff:0245-0398,266,158.350,15.129,146,121,203,398.098,245.226,397.943,244.761,64.878,390,233,16,24,25.260,13.408,115.585,0.794,26.401,42121.000,159,0.026,2.225,0,42121.000,1,393,233,114.624,14.319,1.884,0.531,0.932
116,image.tiff:0310-0564,161,131.068,15.994,134,105,173,565.053,309.419,565.048,309.197,47.322,558,302,13,16,16.250,12.615,105.070,0.903,17.000,21102.000,132,0.230,0.863,0,21102.000,1,560,303,118.072,13.000,1.288,0.776,0.931
117,image.tiff:0230-0877,122,162.869,15.059,178,132,198,877.361,229.910,877.281,229.751,41.595,870,225,15,10,15.401,10.086,0.933,0.886,15.811,19870.000,161,0.836,-7.329,0,19870.000,1,870,233,18.435,10.000,1.527,0.655,0.931
118,image.tiff:0240-0917,277,158.946,12.520,149,131,195,917.273,240.096,917.386,239.787,65.639,907,230,20,20,24.730,14.262,45.691,0.808,26.249,44028.000,158,1.617,-19.358,0,44028.000,1,907,249,40.365,16.090,1.734,0.577,0.919
119,image.tiff:0314-0751,288,149.990,11.101,149,111,177,750.330,313.993,750.253,313.878,68.584,737,307,28,14,27.779,13.201,176.300,0.769,28.443,43197.000,150,-0.699,7.029,0,43197.000,1,737,312,169.875,14.000,2.104,0.475,0.923
120,image.tiff:0295-0713,199,143.603,8.156,142,118,170,713.686,295.229,713.799,295.176,53.229,704,289,19,13,19.689,12.869,0.923,0.883,19.925,28577.000,143,1.007,-18.046,0,28577.000,1,704,293,162.474,13.000,1.530,0.654,0.932
121,image.tiff:0291-0518,174,146.241,11.045,152,120,194,517.931,291.397,517.932,291.319,49.514,510,284,16,15,18.034,12.284,39.943,0.892,19.416,25446.000,146,-0.618,24.538,0,25446.000,1,510,297,34.509,12.728,1.468,0.681,0.928
122,image.tiff:0209-0862,106,124.877,19.448,104,93,184,862.991,209.830,862.860,209.694,44.464,857,202,11,15,16.259,8.301,66.960,0.674,16.553,13237.000,122,0.566,-0.841,0,13237.000,1,859,217,64.983,9.843,1.959,0.511,0.806
123,image.tiff:0299-0460,120,154.108,9.879,149,135,183,459.500,299.942,459.491,299.855,41.021,453,294,14,11,14.780,10.338,157.034,0.896,15.652,18493.000,153,0.422,4.335,0,18493.000,1,453,296,153.435,11.000,1.430,0.699,0.930
124,image.tiff:0303-0486,125,157.592,8.856,158,134,180,485.868,303.476,485.820,303.367,42.430,481,296,11,15,15.004,10.608,106.200,0.873,16.155,19699.000,158,-0.964,19.326,0,19699.000,1,482,296,111.801,11.000,1.414,0.707,0.926
125,image.tiff:0353-0036,275,152.029,11.698,149,127,188,35.827,353.369,35.554,353.476,66.415,25,344,22,19,25.419,13.775,33.963,0.783,26.077,41808.000,150,1.288,-11.511,0,41808.000,1,25,359,32.471,14.773,1.845,0.542,0.915
126,image.tiff:0294-0119,206,161.083,12.696,152,137,193,118.825,294.830,118.559,294.834,53.164,110,287,18,15,17.975,14.592,6.675,0.916,18.974,33183.000,160,2.107,-29.957,0,33183.000,1,110,298,18.435,15.000,1.232,0.812,0.941
