 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
15,image.tiff:0299-0500,198,119.389,18.970,103,92,170,500.106,299.884,500.063,299.728,54.015,493,290,15,19,17.833,14.137,81.505,0.853,19.925,23639.000,114,0.993,-1.174,0,23639.000,1,495,309,72.474,15.000,1.261,0.793,0.910
16,image.tiff:0297-0471,174,113.655,10.934,102,95,159,469.483,296.293,469.387,296.209,53.848,462,289,18,17,18.848,11.754,35.898,0.754,21.260,19776.000,112,1.772,-3.421,0,19776.000,1,464,306,41.186,13.048,1.604,0.624,0.872
17,image.tiff:0286-0481,189,114.476,12.463,107,95,150,481.087,285.828,481.059,285.731,52.898,472,279,19,14,19.581,12.290,153.999,0.849,21.633,21636.000,111,0.953,0.256,0,21636.000,1,473,280,146.310,13.452,1.593,0.628,0.904
18,image.tiff:0301-0459,201,120.323,20.793,108,93,194,458.405,301.799,458.239,301.854,60.348,451,291,16,21,21.192,12.076,110.619,0.694,22.204,24185.000,112,1.626,0.876,0,24185.000,1,453,293,125.838,14.611,1.755,0.570,0.806
19,image.tiff:0332-0487,117,122.957,19.765,112,91,175,486.500,333.346,486.539,333.031,42.169,480,326,14,13,16.301,9.138,141.357,0.827,17.205,14386.000,116,0.555,0.731,0,14386.000,1,480,328,144.462,9.862,1.784,0.561,0.903
20,image.tiff:0293-0524,227,122.551,13.229,119,99,159,524.615,293.368,524.724,293.142,58.575,514,285,20,17,21.313,13.561,26.685,0.831,22.361,27819.000,120,0.766,-0.384,0,27819.000,1,514,298,26.565,14.316,1.572,0.636,0.908
21,image.tiff:0288-0515,233,127.867,20.636,109,93,181,514.552,287.706,514.604,287.537,59.652,505,279,20,18,23.035,12.879,35.227,0.823,23.431,29793.000,127,0.349,-0.822,0,29793.000,1,506,296,39.806,13.764,1.789,0.559,0.907
22,image.tiff:0349-0513,131,119.718,13.414,107,100,167,513.905,348.798,513.837,348.780,44.097,507,342,13,15,15.499,10.762,66.273,0.847,17.000,15683.000,116,1.091,1.549,0,15683.000,1,511,357,61.928,11.932,1.440,0.694,0.900
23,image.tiff:0362-0522,173,110.746,18.282,96,87,183,521.165,361.991,520.949,361.911,53.463,513,355,18,14,17.690,12.452,166.972,0.761,18.974,19159.000,107,1.168,0.563,0,19159.000,1,513,356,161.565,13.787,1.421,0.704,0.861
24,image.tiff:0353-0525,135,121.296,30.505,96,88,230,525.507,353.122,525.877,352.906,43.401,518,347,15,12,15.703,10.946,156.770,0.901,17.000,16375.000,110,1.324,1.524,0,16375.000,1,518,349,151.928,11.828,1.435,0.697,0.909
25,image.tiff:0386-0505,111,132.108,19.990,117,102,194,505.194,386.113,505.133,385.949,41.948,498,380,14,13,15.631,9.042,145.494,0.793,16.401,14664.000,125,1.386,-1.644,0,14664.000,1,498,382,142.431,10.208,1.729,0.578,0.871
26,image.tiff:0377-0470,360,117.197,15.344,107,94,174,469.500,376.819,469.465,376.799,76.971,461,362,18,30,28.823,15.903,74.258,0.764,30.806,42191.000,113,1.643,0.900,0,42191.000,1,464,392,76.866,16.770,1.812,0.552,0.911
27,image.tiff:0365-0483,143,122.161,19.366,107,94,176,482.598,365.507,482.663,365.004,46.623,477,357,12,17,17.158,10.612,65.437,0.827,18.788,17469.000,115,0.536,1.272,0,17469.000,1,478,374,64.799,12.000,1.617,0.618,0.914
28,image.tiff:0377-0488,191,116.314,17.457,101,91,183,488.149,377.212,488.405,377.342,50.998,479,370,18,14,17.783,13.675,168.360,0.923,18.682,22216.000,113,1.270,3.972,0,22216.000,1,479,376,164.476,14.000,1.300,0.769,0.925
29,image.tiff:0395-0443,250,114.720,11.031,112,95,162,443.992,396.348,443.940,396.197,58.031,435,386,17,19,19.006,16.748,75.012,0.933,20.248,28680.000,113,0.688,13.121,0,28680.000,1,437,404,57.095,17.000,1.135,0.881,0.933
30,image.tiff:0419-0452,162,130.179,18.384,117,102,190,452.741,420.377,452.944,419.945,53.264,445,410,15,19,21.225,9.718,60.673,0.718,22.472,21089.000,124,0.774,2.908,0,21089.000,1,447,429,57.724,11.629,2.184,0.458,0.876
31,image.tiff:0428-0415,407,107.322,10.827,104,87,149,415.495,428.805,415.525,428.718,76.609,407,414,17,29,29.390,17.632,91.850,0.871,29.428,43680.000,106,0.143,10.714,0,43680.000,1,413,414,99.782,17.000,1.667,0.600,0.951
32,image.tiff:0416-0399,176,111.608,19.291,94,89,172,399.102,415.960,399.033,415.893,50.397,393,407,13,18,19.134,11.712,108.212,0.871,19.416,19643.000,105,0.926,1.724,0,19643.000,1,393,408,124.509,12.357,1.634,0.612,0.921
33,image.tiff:0427-0392,211,117.654,19.533,108,88,215,391.827,427.666,391.610,427.416,54.506,384,418,16,19,18.556,14.478,118.871,0.892,19.723,24825.000,112,1.970,4.877,0,24825.000,1,387,419,120.466,16.000,1.282,0.780,0.908
34,image.tiff:0434-0363,389,120.843,24.744,114,86,236,363.693,434.258,363.514,434.155,72.605,353,423,21,23,24.195,20.471,110.007,0.927,25.807,47008.000,114,1.702,3.522,0,47008.000,1,357,423,125.538,21.000,1.182,0.846,0.945
35,image.tiff:0375-0448,278,113.291,15.908,111,91,177,448.306,375.094,448.169,374.989,62.339,440,364,16,22,23.421,15.113,111.619,0.899,24.698,31495.000,110,1.184,4.668,0,31495.000,1,442,365,121.759,16.000,1.550,0.645,0.949
36,image.tiff:0349-0448,220,125.491,25.492,104,91,206,448.614,349.086,448.493,348.863,54.343,441,340,15,18,18.403,15.221,99.920,0.936,18.974,27608.000,116,1.109,0.647,0,27608.000,1,446,340,108.435,15.000,1.209,0.827,0.938
37,image.tiff:0333-0463,216,123.676,17.557,114,96,187,462.745,333.380,462.844,333.323,53.538,455,325,16,17,17.364,15.839,71.212,0.947,18.385,26714.000,118,1.400,-1.006,0,26714.000,1,459,342,67.620,16.000,1.096,0.912,0.939
38,image.tiff:0322-0453,211,130.436,21.313,116,101,209,452.746,322.083,452.535,321.860,52.988,445,314,16,16,17.252,15.573,132.962,0.944,18.601,27522.000,121,1.130,0.692,0,27522.000,1,445,317,143.746,16.000,1.108,0.903,0.944
39,image.tiff:0356-0438,124,112.597,14.570,97,90,158,438.218,356.387,438.243,356.206,48.865,432,347,13,18,20.904,7.553,121.242,0.653,21.095,13962.000,110,0.382,5.704,0,13962.000,1,433,347,121.430,8.692,2.768,0.361,0.858
40,image.tiff:0383-0420,256,117.090,12.805,110,97,164,420.262,383.859,420.399,383.628,58.925,411,375,19,17,19.690,16.554,29.670,0.927,21.095,29975.000,114,0.016,12.777,0,29975.000,1,412,391,31.430,17.000,1.189,0.841,0.936
41,image.tiff:0383-0386,288,118.250,21.501,105,88,177,386.705,382.660,386.420,382.591,65.856,378,371,17,24,25.070,14.627,112.691,0.834,26.000,34056.000,109,0.966,1.102,0,34056.000,1,381,371,112.620,15.658,1.714,0.583,0.920
42,image.tiff:0381-0366,273,118.553,12.407,112,102,173,366.332,381.672,366.242,381.593,64.162,358,370,17,23,25.122,13.836,118.260,0.833,25.807,32365.000,115,1.639,1.894,0,32365.000,1,359,371,125.538,14.319,1.816,0.551,0.930
43,image.tiff:0309-0672,302,119.000,17.757,106,96,188,672.503,309.546,672.353,309.571,67.779,662,299,21,21,25.447,15.110,43.746,0.826,26.907,35938.000,114,1.881,0.568,0,35938.000,1,664,319,48.013,16.263,1.684,0.594,0.931
44,image.tiff:0328-0658,237,128.827,16.683,126,101,188,658.002,328.513,658.332,328.239,59.518,648,320,20,17,22.885,13.186,31.572,0.841,23.601,30532.000,126,0.770,0.640,0,30532.000,1,649,336,36.384,14.286,1.736,0.576,0.919
45,image.tiff:0329-0686,409,114.286,17.207,106,88,180,686.197,328.974,686.343,328.601,76.907,673,318,26,22,29.060,17.920,33.863,0.869,29.833,46743.000,109,1.355,3.446,0,46743.000,1,675,339,39.560,18.735,1.622,0.617,0.941
46,image.tiff:0348-0679,276,125.348,18.240,116,99,206,679.058,348.565,678.794,348.800,69.340,667,338,24,20,27.921,12.586,34.831,0.721,28.425,34596.000,119,1.250,3.393,0,34596.000,1,668,357,39.289,14.288,2.218,0.451,0.873
47,image.tiff:0362-0683,174,131.057,20.376,117,104,197,685.069,362.908,685.219,362.677,56.517,672,356,23,12,23.001,9.632,17.881,0.685,23.770,22804.000,125,1.338,-0.589,0,22804.000,1,672,365,14.621,10.876,2.388,0.419,0.883
48,image.tiff:0376-0669,269,119.691,13.286,113,99,164,669.615,376.296,669.512,376.123,62.360,658,368,23,16,23.904,14.328,15.967,0.869,24.352,32197.000,116,1.032,0.405,0,32197.000,1,658,380,19.179,15.125,1.668,0.599,0.918
49,image.tiff:0369-0646,225,137.080,15.935,119,111,184,646.131,369.016,645.839,368.990,59.779,635,362,23,14,23.706,12.085,21.153,0.791,24.597,30843.000,135,1.907,-12.945,0,30843.000,1,636,375,26.565,13.098,1.962,0.510,0.918
50,image.tiff:0372-0702,258,134.306,18.665,121,98,190,702.194,371.837,702.150,371.601,73.391,687,365,31,14,31.911,10.294,15.642,0.602,32.573,34651.000,129,0.921,-1.322,0,34651.000,1,687,377,17.879,12.022,3.100,0.323,0.882
51,image.tiff:0405-0693,555,122.281,16.174,115,93,192,693.417,405.550,693.287,405.582,90.270,677,394,32,23,33.995,20.787,13.798,0.856,34.540,67866.000,119,1.176,2.775,0,67866.000,1,677,411,22.109,21.011,1.635,0.611,0.938
52,image.tiff:0423-0719,326,119.098,22.390,105,95,211,719.512,422.472,719.189,422.297,71.639,705,416,28,14,29.060,14.283,173.992,0.798,28.636,38826.000,111,1.832,2.204,0,38826.000,1,705,419,167.905,14.000,2.035,0.492,0.949
53,image.tiff:0427-0664,297,132.485,18.833,118,96,194,664.554,427.244,664.615,426.931,65.760,652,419,24,17,24.846,15.220,160.021,0.863,25.632,39348.000,127,1.339,-1.282,0,39348.000,1,652,423,159.444,16.446,1.633,0.613,0.925
54,image.tiff:0440-0654,141,137.688,16.760,144,106,176,654.174,440.032,654.008,439.967,52.563,644,433,20,14,22.487,7.984,147.250,0.641,22.472,19414.000,138,-0.159,2.663,0,19414.000,1,644,434,147.724,9.062,2.817,0.355,0.868
55,image.tiff:0452-0685,196,127.301,18.237,118,99,183,684.219,453.071,684.145,452.810,55.846,676,444,18,17,21.820,11.437,135.578,0.790,22.804,24951.000,121,0.622,0.565,0,24951.000,1,676,445,142.125,12.021,1.908,0.524,0.914
56,image.tiff:0456-0705,380,123.497,16.300,119,97,206,705.874,455.939,705.750,455.681,73.898,693,445,24,22,26.336,18.372,144.559,0.874,27.659,46929.000,121,1.293,2.745,0,46929.000,1,695,448,139.399,19.193,1.434,0.698,0.927
57,image.tiff:0436-0747,417,126.096,28.016,111,89,239,747.749,435.968,747.318,435.611,83.971,730,427,34,18,32.556,16.308,178.618,0.743,34.234,52582.000,116,1.908,3.957,0,52582.000,1,730,434,173.290,18.000,1.996,0.501,0.909
58,image.tiff:0467-0644,412,124.728,17.794,118,96,210,643.757,467.670,643.792,467.619,79.788,632,454,25,26,30.098,17.429,129.431,0.813,30.610,51388.000,120,1.393,4.609,0,51388.000,1,635,455,128.367,18.071,1.727,0.579,0.919
59,image.tiff:0471-0682,375,112.984,14.355,106,90,196,681.887,472.151,681.833,472.130,78.007,668,461,28,21,31.271,15.269,149.552,0.774,32.202,42369.000,110,2.203,4.462,0,42369.000,1,669,462,143.842,16.106,2.048,0.488,0.924
60,image.tiff:0491-0683,354,110.054,11.598,107,86,158,684.169,490.576,684.432,490.773,77.395,670,480,27,22,31.932,14.115,146.774,0.743,32.016,38959.000,108,0.432,8.419,0,38959.000,1,671,481,141.340,14.628,2.262,0.442,0.923
61,image.tiff:0502-0672,431,113.383,12.243,111,89,166,673.637,501.788,673.471,501.596,85.143,658,490,29,25,34.289,16.004,142.951,0.747,34.828,48868.000,111,1.129,3.357,0,48868.000,1,659,492,140.826,16.918,2.143,0.467,0.912
62,image.tiff:0463-0616,247,123.328,18.013,106,100,179,615.500,464.338,615.622,464.270,66.177,603,456,26,15,27.761,11.329,159.909,0.709,28.231,30462.000,116,0.912,0.146,0,30462.000,1,603,457,157.068,12.489,2.451,0.408,0.897
63,image.tiff:0489-0636,283,124.827,21.852,112,100,205,636.846,488.419,636.964,488.141,73.515,622,481,29,17,30.823,11.690,157.991,0.658,31.385,35326.000,117,1.591,2.382,0,35326.000,1,622,484,157.521,12.772,2.637,0.379,0.896
64,image.tiff:0498-0629,291,116.845,13.427,109,86,166,629.163,498.191,629.178,498.383,69.690,616,489,26,18,28.903,12.819,154.350,0.753,28.844,34002.000,114,1.739,-2.532,0,34002.000,1,617,490,146.310,13.865,2.255,0.444,0.909
65,image.tiff:0514-0656,179,118.274,22.077,111,92,197,655.198,515.182,655.471,515.160,52.788,646,508,20,13,20.558,11.086,158.971,0.807,21.190,21171.000,111,1.763,2.540,0,21171.000,1,646,511,160.710,12.080,1.854,0.539,0.913
66,image.tiff:0455-0761,319,128.317,24.671,116,95,212,761.415,455.346,760.945,454.836,70.524,748,448,27,15,28.554,14.225,167.833,0.806,28.792,40933.000,119,1.486,2.471,0,40933.000,1,748,449,159.677,14.472,2.007,0.498,0.941
67,image.tiff:0475-0740,273,124.531,22.761,105,83,205,740.130,475.507,740.190,474.943,62.211,733,464,14,23,23.647,14.699,94.743,0.886,23.770,33997.000,119,1.156,1.190,0,33997.000,1,737,464,104.621,14.000,1.609,0.622,0.955
68,image.tiff:0452-0795,372,125.344,16.547,118,93,184,796.567,452.366,796.293,452.186,77.910,780,445,31,15,31.984,14.809,173.560,0.770,32.016,46628.000,121,1.040,1.916,0,46628.000,1,780,448,165.530,15.000,2.160,0.463,0.941
69,image.tiff:0462-0819,240,114.704,17.127,107,90,176,819.850,461.712,820.039,461.642,58.410,810,453,19,18,20.238,15.099,148.908,0.884,21.401,27529.000,109,1.431,0.391,0,27529.000,1,812,455,142.595,15.663,1.340,0.746,0.916
70,image.tiff:0460-0845,181,116.983,18.736,102,90,180,845.655,460.251,845.647,460.182,49.449,837,453,16,15,16.801,13.716,143.861,0.930,17.804,21174.000,110,1.344,-0.269,0,21174.000,1,838,456,141.843,14.316,1.225,0.816,0.931
71,image.tiff:0432-0803,249,116.261,17.824,106,91,216,803.058,432.384,803.055,432.244,59.478,793,424,21,16,20.009,15.845,171.513,0.885,21.378,28949.000,111,2.057,4.172,0,28949.000,1,793,431,169.216,16.000,1.263,0.792,0.926
72,image.tiff:0413-0788,228,114.018,15.049,105,89,170,789.246,413.048,789.089,413.128,64.818,776,406,24,14,24.164,12.014,178.429,0.682,25.000,25996.000,109,1.631,1.676,0,25996.000,1,776,408,163.740,14.000,2.011,0.497,0.820
73,image.tiff:0400-0781,261,121.199,18.229,107,94,199,781.435,400.699,781.308,400.592,65.108,768,394,26,13,27.123,12.252,8.488,0.774,26.926,31633.000,116,1.628,1.529,0,31633.000,1,768,404,15.068,12.659,2.214,0.452,0.924
74,image.tiff:0374-0767,256,110.852,10.305,109,95,153,767.770,374.836,767.652,374.803,60.829,756,367,23,15,23.057,14.136,6.053,0.869,23.537,28378.000,109,0.949,8.530,0,28378.000,1,756,377,12.265,15.000,1.631,0.613,0.926
75,image.tiff:0337-0750,429,117.597,19.628,107,89,192,749.693,337.125,749.518,336.970,89.027,731,330,38,14,38.431,14.213,4.254,0.680,38.328,50449.000,112,1.416,1.928,0,50449.000,1,731,340,7.496,14.000,2.704,0.370,0.946
76,image.tiff:0321-0736,245,127.322,20.978,119,97,209,737.084,321.696,737.571,321.423,70.841,721,315,31,13,31.034,10.052,16.379,0.613,32.016,31194.000,119,1.472,0.116,0,31194.000,1,721,326,14.470,11.160,3.088,0.324,0.906
77,image.tiff:0292-0724,267,120.509,19.972,111,93,204,723.635,291.875,723.725,291.859,71.568,710,284,28,17,31.357,10.841,21.420,0.655,31.385,32176.000,114,1.650,2.050,0,32176.000,1,711,301,30.651,11.994,2.892,0.346,0.886
78,image.tiff:0488-0589,94,130.096,19.520,117,105,189,589.011,488.468,589.161,488.413,42.013,581,482,16,12,16.840,7.107,144.147,0.669,18.028,12229.000,126,1.378,-0.896,0,12229.000,1,581,483,146.310,8.057,2.369,0.422,0.825
79,image.tiff:0493-0560,218,132.766,17.384,115,107,182,558.931,493.477,558.584,493.162,61.683,550,483,20,20,24.587,11.289,136.113,0.720,24.759,28943.000,128,0.893,0.044,0,28943.000,1,552,483,133.363,11.989,2.178,0.459,0.884
80,image.tiff:0510-0599,277,118.617,17.226,111,93,176,598.518,510.800,598.539,510.536,70.166,587,500,24,21,29.101,12.120,140.039,0.707,29.069,32857.000,114,1.016,1.799,0,32857.000,1,588,501,139.185,12.839,2.401,0.416,0.894
81,image.tiff:0522-0583,456,119.158,17.770,114,87,177,583.158,522.678,582.624,522.075,85.956,569,509,28,26,33.371,17.398,139.392,0.776,34.713,54336.000,114,0.953,0.651,0,54336.000,1,570,510,138.504,19.330,1.918,0.521,0.910
82,image.tiff:0487-0722,645,124.811,15.496,119,93,171,721.337,487.942,721.348,487.932,98.225,705,474,35,26,35.512,23.126,153.344,0.840,37.736,80503.000,122,0.467,0.659,0,80503.000,1,707,478,147.995,24.602,1.536,0.651,0.944
83,image.tiff:0351-0723,164,138.207,23.143,120,109,211,723.567,351.000,723.101,351.013,53.549,713,345,20,13,21.334,9.788,22.208,0.719,23.022,22666.000,132,1.088,1.077,0,22666.000,1,713,358,34.380,10.868,2.180,0.459,0.879
84,image.tiff:0357-0747,328,130.424,20.345,116,100,213,747.229,356.424,747.159,356.186,77.167,734,346,27,22,30.855,13.535,36.595,0.692,31.906,42779.000,125,1.571,1.808,0,42779.000,1,734,367,32.196,14.740,2.280,0.439,0.900
85,image.tiff:0523-0709,302,118.626,13.401,111,99,177,708.089,523.566,708.349,523.585,69.984,698,512,22,22,27.368,14.050,138.871,0.775,28.284,35825.000,115,1.100,2.593,0,35825.000,1,699,513,135.000,15.786,1.948,0.513,0.907
86,image.tiff:0479-0772,279,122.455,13.028,113,87,174,773.701,478.608,773.449,478.487,68.208,760,471,25,16,25.322,14.029,161.850,0.754,27.313,34165.000,119,1.022,0.093,0,34165.000,1,760,472,156.251,15.312,1.805,0.554,0.893
87,image.tiff:0480-0803,252,132.976,16.993,117,98,196,803.008,479.619,802.748,479.509,63.232,791,473,25,14,25.463,12.601,12.237,0.792,26.249,33510.000,130,0.806,1.782,0,33510.000,1,791,483,17.745,13.584,2.021,0.495,0.910
88,image.tiff:0420-0820,139,120.101,17.343,109,99,185,820.500,419.946,820.482,420.092,44.556,812,414,16,12,16.018,11.049,156.443,0.880,17.493,16694.000,115,1.540,0.794,0,16694.000,1,812,416,149.036,12.000,1.450,0.690,0.906
89,image.tiff:0385-0801,472,119.443,19.376,109,90,209,803.337,385.237,803.136,385.203,90.266,783,376,36,19,35.479,16.939,0.392,0.728,36.674,56377.000,115,1.410,2.185,0,56377.000,1,783,382,168.996,19.000,2.095,0.477,0.913
90,image.tiff:0330-0800,208,118.264,16.856,110,94,186,802.043,330.442,801.751,330.370,56.356,790,323,21,14,20.503,12.917,9.784,0.823,21.840,24599.000,114,1.410,1.992,0,24599.000,1,790,332,15.945,14.000,1.587,0.630,0.902
91,image.tiff:0367-0830,237,114.970,23.199,100,89,230,830.618,366.960,830.351,366.822,60.334,819,360,22,15,23.727,12.718,155.466,0.818,24.698,27248.000,105,1.688,3.442,0,27248.000,1,819,361,148.241,13.868,1.866,0.536,0.929
92,image.tiff:0381-0833,126,120.651,18.425,107,102,184,834.016,381.135,833.927,381.067,48.565,824,375,19,12,20.954,7.656,155.042,0.671,20.809,15202.000,115,1.375,2.377,0,15202.000,1,825,375,144.782,8.666,2.737,0.365,0.863
93,image.tiff:0350-0795,285,123.137,15.129,112,100,173,797.311,348.493,797.058,348.279,72.686,783,340,25,20,27.532,13.180,144.658,0.678,29.206,35094.000,118,1.079,2.947,0,35094.000,1,783,341,141.953,16.426,2.089,0.479,0.844
94,image.tiff:0342-0840,274,129.058,17.858,117,102,189,839.533,342.974,839.694,342.930,69.612,827,335,26,15,28.721,12.147,165.725,0.711,28.653,35362.000,124,1.140,-1.794,0,35362.000,1,827,335,150.751,12.773,2.365,0.423,0.907
95,image.tiff:0325-0863,218,120.628,10.828,114,104,179,863.142,325.321,863.005,325.263,58.282,852,318,22,14,23.626,11.748,18.995,0.806,23.409,26297.000,118,1.395,14.155,0,26297.000,1,852,329,19.983,12.475,2.011,0.497,0.914
96,image.tiff:0336-0866,291,119.553,13.223,115,98,167,867.576,336.754,867.353,336.679,78.442,851,329,31,15,31.069,11.925,176.143,0.594,32.016,34790.000,117,0.810,1.742,0,34790.000,1,851,332,165.530,13.648,2.605,0.384,0.821
97,image.tiff:0352-0871,270,124.522,18.851,109,100,177,870.789,351.189,870.787,351.173,73.772,857,343,29,18,31.744,10.830,24.745,0.623,31.385,33621.000,118,0.824,1.070,0,33621.000,1,858,360,30.651,11.832,2.931,0.341,0.874
98,image.tiff:0337-0909,468,127.344,28.196,103,89,213,909.111,337.882,909.123,338.053,81.571,899,323,20,28,29.710,20.056,92.715,0.884,30.083,59597.000,116,0.942,-0.514,0,59597.000,1,904,323,111.448,20.000,1.481,0.675,0.952
99,image.tiff:0359-0880,141,126.518,21.731,108,101,191,880.734,358.500,880.795,358.449,44.691,873,353,15,12,15.471,11.604,156.808,0.887,16.643,17839.000,120,0.612,1.859,0,17839.000,1,873,354,147.265,12.000,1.333,0.750,0.934
100,image.tiff:0375-0908,100,130.770,31.305,111,97,232,909.240,375.100,908.732,374.912,40.913,900,371,17,8,16.121,7.898,3.140,0.751,17.263,13077.000,118,1.376,0.758,0,13077.000,1,900,373,169.992,8.000,2.041,0.490,0.893
101,image.tiff:0360-0933,243,120.276,18.893,107,94,183,933.512,359.825,933.600,359.549,59.348,923,352,21,16,22.018,14.052,150.231,0.867,23.022,29227.000,114,1.934,-0.994,0,29227.000,1,924,354,145.620,15.211,1.567,0.638,0.929
102,image.tiff:0385-0922,142,119.535,14.832,106,96,163,922.521,384.915,922.517,384.836,43.384,916,378,13,14,14.400,12.555,90.611,0.948,15.264,16974.000,114,0.524,4.276,0,16974.000,1,919,378,121.608,13.000,1.147,0.872,0.919
103,image.tiff:0307-0909,146,105.788,11.285,97,89,162,909.877,306.582,909.818,306.570,44.279,902,301,15,12,15.737,11.812,166.071,0.936,16.401,15445.000,103,2.065,7.233,0,15445.000,1,903,302,142.431,12.000,1.332,0.751,0.930
104,image.tiff:0274-0884,184,114.505,17.482,107,94,173,883.228,274.424,883.100,274.222,53.982,873,269,22,11,22.243,10.533,176.584,0.793,22.561,21069.000,108,1.656,0.127,0,21069.000,1,873,272,167.196,11.000,2.112,0.474,0.911
105,image.tiff:0271-0744,223,129.040,17.511,114,101,190,744.061,271.043,743.953,270.944,59.726,733,263,22,16,24.314,11.678,24.827,0.786,23.854,28776.000,124,1.122,-0.420,0,28776.000,1,734,278,33.024,12.075,2.082,0.480,0.910
106,image.tiff:0245-0718,186,115.398,14.688,108,93,170,718.376,245.167,718.236,244.952,50.604,712,236,13,18,18.778,12.612,77.228,0.913,18.974,21464.000,111,0.929,4.952,0,21464.000,1,715,254,71.565,12.991,1.489,0.672,0.930
107,image.tiff:0246-0696,277,121.224,12.595,114,101,176,696.204,246.240,696.049,246.143,64.468,684,238,24,16,25.642,13.755,23.121,0.838,26.077,33579.000,118,2.725,-7.374,0,33579.000,1,685,253,32.471,14.316,1.864,0.536,0.934
108,image.tiff:0226-0698,237,118.612,15.881,117,96,185,698.344,226.040,698.143,226.053,60.135,688,217,20,18,22.345,13.504,35.845,0.824,23.345,28111.000,114,1.724,2.719,0,28111.000,1,689,234,43.264,14.311,1.655,0.604,0.912
