 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
109,image.tiff:0239-0641,285,126.551,13.291,116,104,162,640.521,238.774,640.520,238.620,63.854,630,230,22,18,23.757,15.275,28.982,0.878,24.413,36067.000,123,0.237,4.263,0,36067.000,1,631,247,34.992,15.660,1.555,0.643,0.930
110,image.tiff:0262-0647,402,127.562,14.314,119,99,167,646.249,260.838,646.666,260.577,83.986,631,253,32,18,34.759,14.725,14.244,0.716,34.176,51280.000,125,0.606,-2.286,0,51280.000,1,631,268,20.556,15.922,2.361,0.424,0.897
111,image.tiff:0207-0707,285,115.253,14.626,108,95,161,706.668,206.321,706.485,206.197,66.852,695,198,24,18,26.002,13.956,24.386,0.801,25.632,32847.000,110,1.190,3.027,0,32847.000,1,695,211,20.556,14.768,1.863,0.537,0.900
112,image.tiff:0293-0427,237,112.494,12.730,103,91,159,426.876,292.901,426.860,292.680,64.925,416,283,22,20,26.894,11.220,137.991,0.707,26.907,26661.000,110,0.597,8.787,0,26661.000,1,417,284,138.013,12.266,2.397,0.417,0.883
113,image.tiff:0305-0406,257,104.031,15.732,95,85,163,406.835,305.220,406.823,304.900,58.832,397,296,19,18,18.655,17.540,178.769,0.933,19.723,26736.000,98,1.364,3.050,0,26736.000,1,397,302,149.534,18.000,1.064,0.940,0.935
114,image.tiff:0265-0480,220,123.227,20.150,115,96,220,480.341,264.505,480.433,264.583,62.110,473,253,14,24,25.974,10.785,106.667,0.717,26.000,27110.000,115,1.194,3.586,0,27110.000,1,475,253,112.620,11.715,2.408,0.415,0.891
115,image.tiff:0405-0348,204,120.618,19.996,105,92,218,347.814,405.108,347.628,405.004,52.472,339,398,18,14,18.472,14.061,5.424,0.931,18.974,24606.000,115,1.904,4.493,0,24606.000,1,339,408,18.435,14.000,1.314,0.761,0.932
116,image.tiff:0361-0350,221,121.267,11.766,116,102,165,350.572,361.590,350.633,361.595,56.152,340,355,21,13,21.704,12.964,8.035,0.881,21.587,26800.000,118,0.632,6.686,0,26800.000,1,340,364,13.392,13.000,1.674,0.597,0.940
117,image.tiff:0349-0395,199,119.387,17.979,111,92,183,395.606,349.445,395.525,349.270,51.882,388,341,15,17,17.388,14.571,98.763,0.929,18.385,23758.000,115,0.933,0.600,0,23758.000,1,392,341,112.380,15.000,1.193,0.838,0.930
118,image.tiff:0334-0434,163,103.460,18.914,88,76,161,433.739,334.739,433.759,334.406,50.453,429,324,10,20,19.886,10.436,96.060,0.805,20.616,16864.000,97,1.100,0.140,0,16864.000,1,431,324,104.036,10.000,1.906,0.525,0.945
119,image.tiff:0390-0314,209,122.316,16.958,106,97,172,314.117,390.218,314.300,390.112,55.320,306,381,17,18,20.874,12.748,131.401,0.858,21.932,25564.000,117,1.073,0.073,0,25564.000,1,307,382,133.152,13.870,1.637,0.611,0.919
120,image.tiff:0367-0321,165,112.055,16.665,98,88,168,321.342,367.658,321.358,367.574,47.542,315,359,12,17,17.452,12.038,80.600,0.917,17.720,18489.000,108,1.221,1.070,0,18489.000,1,319,376,73.610,12.000,1.450,0.690,0.935
121,image.tiff:0348-0328,143,113.734,16.479,104,89,166,328.619,348.157,328.208,348.021,43.374,321,342,15,12,14.993,12.144,167.995,0.955,15.620,16264.000,110,1.282,1.402,0,16264.000,1,323,343,140.194,12.000,1.235,0.810,0.929
122,image.tiff:0355-0317,129,122.930,18.254,107,100,168,317.205,355.453,317.183,355.344,41.257,310,350,14,11,14.259,11.519,177.782,0.952,14.866,15858.000,117,0.693,0.119,0,15858.000,1,310,358,19.654,11.000,1.238,0.808,0.935
123,image.tiff:0371-0343,167,118.503,14.271,105,98,166,343.063,372.117,343.145,372.127,50.419,333,366,20,11,20.089,10.584,9.102,0.826,20.396,19790.000,115,0.416,5.813,0,19790.000,1,333,375,11.310,11.000,1.898,0.527,0.923
124,image.tiff:0318-0354,183,114.005,13.053,112,96,159,354.489,318.112,354.364,317.923,51.844,346,310,17,16,19.840,11.744,141.694,0.856,20.518,20863.000,110,1.215,5.160,0,20863.000,1,347,311,136.975,12.439,1.689,0.592,0.906
125,image.tiff:0330-0350,113,118.239,15.457,98,90,159,349.854,330.111,349.732,330.050,39.153,344,324,12,13,12.830,11.214,131.373,0.926,13.601,13361.000,118,0.164,1.696,0,13361.000,1,345,325,126.027,12.000,1.144,0.874,0.904
126,image.tiff:0304-0360,167,115.593,13.031,105,97,161,359.829,303.955,359.774,304.022,52.059,350,298,20,12,21.552,9.866,163.715,0.774,21.541,19304.000,112,0.434,7.254,0,19304.000,1,350,301,158.199,10.744,2.184,0.458,0.900
127,image.tiff:0326-0373,123,121.463,21.409,106,100,244,373.533,326.256,373.731,326.241,41.903,366,320,15,12,15.395,10.173,153.264,0.880,16.155,14940.000,115,2.757,8.332,0,14940.000,1,366,323,158.199,11.099,1.513,0.661,0.901
128,image.tiff:0359-0295,374,113.904,13.316,101,92,163,296.436,358.802,296.423,358.663,74.291,285,347,21,25,27.514,17.307,122.692,0.852,29.069,42600.000,112,1.063,1.489,0,42600.000,1,286,349,130.815,18.262,1.590,0.629,0.930
129,image.tiff:0413-0308,301,109.458,16.794,107,82,180,307.935,413.267,307.745,413.030,68.970,299,401,18,25,27.690,13.841,117.835,0.795,28.018,32947.000,104,1.304,3.346,0,32947.000,1,300,402,124.824,14.704,2.001,0.500,0.928
130,image.tiff:0417-0326,160,116.869,10.645,112,95,172,325.594,417.825,325.581,417.801,49.081,319,409,14,17,18.711,10.888,121.386,0.835,20.000,18699.000,114,1.924,3.051,0,18699.000,1,320,409,126.870,12.021,1.719,0.582,0.909
131,image.tiff:0435-0271,257,111.428,15.409,111,81,174,270.951,435.060,270.672,434.864,60.994,264,424,14,23,22.880,14.302,97.056,0.868,23.345,28637.000,109,1.252,5.344,0,28637.000,1,268,424,99.866,14.000,1.600,0.625,0.948
132,image.tiff:0471-0314,410,111.639,12.313,112,89,166,314.124,470.641,314.229,470.558,83.027,301,458,27,26,32.042,16.292,135.322,0.747,34.059,45772.000,110,0.713,5.238,0,45772.000,1,302,461,139.764,18.206,1.967,0.508,0.923
133,image.tiff:0490-0320,268,113.007,12.120,109,86,169,320.231,490.560,320.130,490.552,65.685,308,482,25,16,26.874,12.697,157.506,0.781,26.926,30286.000,111,1.379,2.404,0,30286.000,1,309,483,148.671,13.509,2.117,0.472,0.918
134,image.tiff:0229-0433,170,115.482,19.100,105,94,207,433.741,229.341,433.806,229.046,47.539,427,222,13,15,15.692,13.794,92.052,0.945,16.553,19632.000,108,1.456,4.785,0,19632.000,1,431,237,64.983,13.000,1.138,0.879,0.960
135,image.tiff:0202-0465,141,119.823,13.904,110,100,165,465.372,201.720,465.359,201.597,44.263,460,194,11,16,16.329,10.994,83.056,0.904,17.088,16895.000,116,1.249,0.091,0,16895.000,1,462,210,69.444,11.000,1.485,0.673,0.919
136,image.tiff:0187-0474,168,122.756,17.840,105,101,180,474.452,187.863,474.518,187.644,51.085,465,181,19,13,20.211,10.584,19.584,0.809,21.024,20623.000,115,1.155,-0.757,0,20623.000,1,465,192,25.346,11.629,1.910,0.524,0.898
137,image.tiff:0178-0448,243,123.626,17.635,113,102,182,448.451,177.912,448.231,177.598,60.100,438,170,21,16,22.167,13.957,154.039,0.845,24.698,30041.000,117,0.877,3.502,0,30041.000,1,438,172,148.241,14.971,1.588,0.630,0.908
138,image.tiff:0163-0423,152,123.487,21.838,112,96,197,422.743,163.428,423.090,162.990,48.104,415,156,16,15,18.631,10.387,41.515,0.825,19.105,18770.000,118,1.298,0.402,0,18770.000,1,416,170,42.879,11.314,1.794,0.558,0.899
139,image.tiff:0144-0452,226,133.823,22.203,119,103,204,452.646,143.912,452.511,143.624,55.701,444,135,17,18,19.947,14.425,47.491,0.915,21.401,30244.000,127,1.090,0.653,0,30244.000,1,447,153,52.595,15.556,1.383,0.723,0.930
140,image.tiff:0147-0482,209,122.158,16.922,112,102,181,482.065,147.572,482.253,147.329,55.953,471,142,22,11,23.046,11.547,4.322,0.839,22.561,25531.000,116,1.339,2.280,0,25531.000,1,471,150,12.804,11.000,1.996,0.501,0.948
141,image.tiff:0123-0463,164,138.518,33.233,115,100,232,463.652,123.463,463.535,122.963,47.725,455,117,17,13,16.536,12.627,8.859,0.905,17.720,22717.000,125,0.981,-0.279,0,22717.000,1,455,126,16.390,13.000,1.310,0.764,0.906
142,image.tiff:0137-0402,156,125.673,24.535,100,92,187,402.737,137.660,402.634,137.271,45.282,396,130,13,15,15.179,13.085,101.332,0.956,15.811,19605.000,119,0.575,-1.373,0,19605.000,1,401,130,108.435,13.000,1.160,0.862,0.934
143,image.tiff:0145-0382,201,122.841,24.790,118,88,210,381.938,145.276,381.929,144.949,53.014,375,136,14,18,19.412,13.184,106.194,0.899,20.000,24691.000,117,1.249,0.602,0,24691.000,1,376,137,126.870,13.584,1.472,0.679,0.926
144,image.tiff:0221-0408,228,110.281,15.169,105,86,175,408.224,221.561,407.886,221.774,57.786,400,212,17,19,21.861,13.279,55.361,0.858,22.672,25144.000,106,1.541,4.170,0,25144.000,1,401,230,48.576,14.237,1.646,0.607,0.927
145,image.tiff:0194-0390,197,120.431,15.247,106,96,171,390.404,193.708,390.140,193.767,54.199,381,186,19,16,19.835,12.646,32.243,0.843,20.248,23725.000,115,0.638,4.988,0,23725.000,1,381,197,20.225,13.254,1.569,0.638,0.902
146,image.tiff:0203-0400,194,115.871,17.142,105,90,180,399.778,204.155,399.593,204.130,51.723,392,195,16,17,17.620,14.019,128.812,0.911,18.439,22479.000,111,1.152,3.931,0,22479.000,1,393,198,139.399,15.120,1.257,0.796,0.911
147,image.tiff:0136-0478,165,139.539,21.492,120,107,215,478.712,136.645,478.521,136.589,49.033,469,130,19,12,18.706,11.231,179.831,0.862,19.416,23024.000,137,1.002,1.683,0,23024.000,1,469,135,168.111,12.000,1.666,0.600,0.907
148,image.tiff:0116-0488,127,138.063,28.553,110,104,215,487.098,116.988,487.102,117.374,42.693,482,109,12,15,15.091,10.715,110.034,0.876,15.811,17534.000,129,0.998,-0.381,0,17534.000,1,485,109,108.435,12.000,1.408,0.710,0.894
149,image.tiff:0126-0508,161,126.677,21.650,102,93,192,508.637,126.115,508.362,126.066,46.430,501,119,15,14,16.518,12.410,39.320,0.939,17.692,20395.000,121,0.646,0.347,0,20395.000,1,502,132,42.709,13.421,1.331,0.751,0.928
150,image.tiff:0147-0536,296,115.713,17.679,109,97,202,536.480,147.473,536.481,147.081,62.833,528,137,17,21,21.502,17.528,86.044,0.942,22.136,34251.000,109,1.790,8.519,0,34251.000,1,533,158,71.565,17.000,1.227,0.815,0.953
151,image.tiff:0095-0395,162,121.056,29.465,99,91,243,395.549,95.296,395.185,95.001,49.133,388,87,14,16,16.845,12.245,63.815,0.843,18.358,19611.000,111,1.858,4.133,0,19611.000,1,392,103,60.642,13.736,1.376,0.727,0.905
152,image.tiff:0103-0409,178,121.663,21.752,106,97,197,409.736,103.185,409.794,102.986,51.835,401,95,17,16,19.996,11.334,38.151,0.833,20.518,21656.000,112,1.153,1.983,0,21656.000,1,402,110,43.025,12.092,1.764,0.567,0.899
153,image.tiff:0080-0431,314,115.704,13.232,108,96,165,431.844,80.124,431.822,79.895,69.030,420,70,23,20,25.891,15.441,31.043,0.828,26.401,36331.000,112,1.320,4.427,0,36331.000,1,421,87,37.304,16.114,1.677,0.596,0.919
154,image.tiff:0062-0445,218,125.596,21.115,110,97,201,447.069,62.349,447.045,62.228,68.237,430,57,30,10,29.944,9.269,4.272,0.588,30.265,27380.000,121,0.891,2.295,0,27380.000,1,430,64,7.595,10.000,3.230,0.310,0.893
155,image.tiff:0075-0468,141,143.106,37.210,97,93,222,469.167,75.677,469.070,75.419,49.818,458,71,21,9,21.262,8.444,170.537,0.714,21.840,20178.000,131,0.535,-0.946,0,20178.000,1,458,73,164.055,9.000,2.518,0.397,0.907
156,image.tiff:0068-0502,232,127.638,24.430,107,98,230,502.159,68.315,502.311,67.801,60.578,491,60,22,16,23.743,12.441,32.103,0.794,25.554,29612.000,118,1.333,1.309,0,29612.000,1,491,75,30.579,14.142,1.908,0.524,0.919
157,image.tiff:0112-0566,237,116.316,21.866,103,96,235,566.454,111.656,566.721,111.580,63.401,554,105,25,14,27.012,11.171,165.203,0.741,26.249,27567.000,109,2.615,7.804,0,27567.000,1,554,108,162.255,11.818,2.418,0.414,0.903
158,image.tiff:0078-0581,265,124.604,18.388,111,100,201,580.953,77.779,580.954,77.558,64.512,571,68,20,20,24.922,13.539,45.944,0.800,26.249,33020.000,118,1.388,3.489,0,33020.000,1,572,88,49.635,14.731,1.841,0.543,0.920
159,image.tiff:0075-0631,337,129.030,20.862,120,104,231,630.829,75.242,630.822,75.259,68.868,622,63,18,25,24.667,17.395,88.411,0.893,25.710,43483.000,122,1.783,4.007,0,43483.000,1,628,88,76.504,17.796,1.418,0.705,0.928
160,image.tiff:0058-0615,192,126.172,18.698,115,98,188,615.016,57.609,614.689,57.591,59.222,603,52,24,12,25.156,9.718,170.922,0.688,25.000,24225.000,120,1.443,-2.524,0,24225.000,1,603,55,163.740,10.437,2.589,0.386,0.869
161,image.tiff:0043-0603,223,124.265,29.443,97,91,234,602.832,42.895,602.766,42.568,58.190,592,36,22,14,23.247,12.214,168.188,0.828,23.087,27711.000,114,1.497,1.404,0,27711.000,1,592,39,162.350,12.595,1.903,0.525,0.905
162,image.tiff:0135-0607,254,121.669,20.460,107,94,215,607.701,134.295,607.350,134.457,59.612,599,125,17,20,21.371,15.133,117.273,0.898,22.804,30904.000,115,1.812,4.154,0,30904.000,1,600,126,127.875,16.101,1.412,0.708,0.930
163,image.tiff:0158-0613,179,110.737,11.741,107,92,173,612.617,158.372,612.526,158.361,49.568,605,151,16,14,17.293,13.179,152.350,0.916,18.439,19822.000,108,1.591,8.438,0,19822.000,1,606,152,139.399,14.000,1.312,0.762,0.923
164,image.tiff:0152-0632,293,117.457,11.341,111,99,160,632.049,152.773,632.028,152.664,64.531,620,145,24,15,23.920,15.596,0.960,0.884,24.515,34415.000,114,1.190,5.373,0,34415.000,1,620,156,11.768,15.000,1.534,0.652,0.948
165,image.tiff:0140-0650,213,110.892,13.473,105,91,162,649.998,140.106,650.001,139.936,54.283,640,133,20,14,20.033,13.538,166.836,0.908,21.095,23620.000,107,2.670,-5.778,0,23620.000,1,641,135,148.570,14.000,1.480,0.676,0.922
166,image.tiff:0163-0649,166,125.602,16.029,112,104,174,648.783,163.831,648.737,163.683,48.612,640,158,18,11,19.031,11.106,176.536,0.883,18.682,20850.000,120,1.825,-7.127,0,20850.000,1,640,161,164.476,11.000,1.714,0.584,0.930
167,image.tiff:0171-0671,190,117.379,27.263,99,89,203,671.189,171.605,670.974,171.194,51.875,662,164,18,15,18.492,13.082,19.920,0.887,19.313,22302.000,104,1.238,0.671,0,22302.000,1,662,176,21.251,13.865,1.414,0.707,0.918
168,image.tiff:0151-0670,184,121.293,22.860,103,95,190,670.500,151.701,670.619,151.358,50.332,662,144,17,15,18.240,12.844,146.536,0.913,19.209,22318.000,113,1.189,-0.397,0,22318.000,1,663,146,141.340,13.435,1.420,0.704,0.927
169,image.tiff:0130-0678,205,120.610,20.401,105,92,181,678.559,129.749,678.532,129.625,52.887,670,122,17,16,17.740,14.714,147.379,0.921,18.439,24725.000,113,0.891,0.665,0,24725.000,1,672,123,130.601,15.603,1.206,0.829,0.919
170,image.tiff:0192-0665,231,125.242,26.935,101,93,218,665.574,191.587,665.562,191.357,64.549,652,185,26,14,26.465,11.113,10.114,0.697,26.926,28931.000,115,1.048,0.691,0,28931.000,1,652,193,15.068,11.594,2.381,0.420,0.892
171,image.tiff:0152-0707,213,112.915,8.740,107,96,165,707.016,152.214,707.024,152.173,54.283,697,146,20,13,20.366,13.316,173.077,0.908,20.616,24051.000,112,1.695,7.698,0,24051.000,1,697,149,165.964,13.000,1.529,0.654,0.945
172,image.tiff:0157-0731,195,127.144,23.570,98,90,182,730.838,157.018,730.638,156.823,51.649,724,148,14,18,18.711,13.269,67.601,0.919,19.416,24793.000,122,0.461,-0.930,0,24793.000,1,725,165,55.491,14.000,1.410,0.709,0.926
173,image.tiff:0115-0709,165,117.448,16.189,107,93,166,708.791,115.379,708.773,115.144,51.588,699,109,20,12,21.390,9.822,162.855,0.779,21.541,19379.000,111,1.038,1.511,0,19379.000,1,699,110,158.199,10.653,2.178,0.459,0.892
174,image.tiff:0053-0675,154,143.494,44.611,104,97,248,675.727,53.747,675.445,53.085,45.293,668,47,15,13,15.995,12.259,26.129,0.943,17.029,22098.000,125,0.945,-0.516,0,22098.000,1,669,59,40.236,12.966,1.305,0.766,0.933
175,image.tiff:0064-0683,125,139.848,31.113,108,95,217,684.028,65.036,683.866,65.010,46.539,675,57,16,14,18.337,8.679,38.284,0.725,19.209,17481.000,134,0.492,-0.315,0,17481.000,1,676,71,38.660,10.256,2.113,0.473,0.847
176,image.tiff:0081-0723,266,106.714,14.193,99,91,178,722.846,81.391,722.768,81.241,61.759,712,74,22,15,23.417,14.463,161.111,0.876,24.187,28386.000,103,2.743,5.668,0,28386.000,1,712,76,150.255,15.000,1.619,0.618,0.952
177,image.tiff:0084-0684,258,125.442,14.696,116,103,171,684.601,84.601,684.651,84.498,58.613,675,76,19,17,20.055,16.380,152.462,0.944,21.401,32364.000,122,0.603,1.864,0,32364.000,1,676,78,142.595,17.000,1.224,0.817,0.943
178,image.tiff:0056-0654,126,152.651,25.698,119,111,212,654.540,56.111,654.600,56.266,40.514,648,50,13,12,14.200,11.298,147.278,0.965,15.556,19234.000,151,0.350,-1.385,0,19234.000,1,649,51,135.000,12.000,1.257,0.796,0.930
179,image.tiff:0156-0578,184,118.386,17.070,105,97,185,578.424,156.255,578.209,156.158,52.239,570,148,16,17,19.737,11.870,131.574,0.847,20.518,21783.000,112,1.567,0.484,0,21783.000,1,571,149,133.025,13.243,1.663,0.601,0.895
180,image.tiff:0119-0755,695,121.194,17.927,111,101,205,754.956,119.166,754.942,118.772,109.509,736,106,39,26,40.552,21.822,167.703,0.728,40.522,84230.000,116,2.352,4.162,0,84230.000,1,736,113,164.249,24.222,1.858,0.538,0.875
181,image.tiff:0099-0760,184,127.190,25.957,106,95,204,760.402,99.147,760.282,99.251,51.459,751,92,18,15,20.108,11.651,147.101,0.873,21.401,23403.000,119,0.864,-0.304,0,23403.000,1,751,93,142.595,12.484,1.726,0.579,0.913
182,image.tiff:0052-0724,183,131.224,37.106,106,93,249,723.724,51.926,724.162,51.650,58.723,713,45,23,14,24.811,9.391,159.179,0.667,25.080,24014.000,116,1.578,1.602,0,24014.000,1,713,48,156.501,10.681,2.642,0.379,0.871
183,image.tiff:0106-0792,186,134.118,31.636,112,99,246,792.253,106.306,792.290,105.808,50.519,784,98,16,16,16.951,13.971,134.937,0.916,17.804,24946.000,120,1.607,2.229,0,24946.000,1,788,99,128.157,15.094,1.213,0.824,0.916
184,image.tiff:0115-0828,126,139.929,55.453,94,86,254,827.976,115.079,827.984,114.379,41.089,821,109,14,12,14.882,10.780,152.843,0.938,15.620,17631.000,112,0.874,-0.801,0,17631.000,1,822,110,140.194,11.185,1.381,0.724,0.913
185,image.tiff:0130-0826,161,125.752,24.220,105,94,200,826.326,130.469,826.559,130.178,48.373,817,125,19,11,18.438,11.118,173.410,0.865,19.235,20246.000,118,1.064,0.122,0,20246.000,1,817,129,171.027,11.000,1.658,0.603,0.928
186,image.tiff:0144-0840,174,125.989,25.262,113,93,197,839.471,143.661,839.637,143.244,49.392,832,137,16,15,15.547,14.250,60.527,0.896,17.692,21922.000,117,1.099,0.132,0,21922.000,1,835,151,42.709,15.000,1.091,0.917,0.913
187,image.tiff:0144-0804,171,122.795,22.048,116,90,183,803.143,143.646,803.278,143.412,53.701,794,138,21,13,20.668,10.534,19.619,0.745,21.587,20998.000,116,0.744,0.445,0,20998.000,1,794,147,13.392,12.080,1.962,0.510,0.864
188,image.tiff:0172-0809,253,116.656,20.274,101,93,197,809.488,172.326,809.611,171.993,62.909,797,165,25,14,25.954,12.412,13.829,0.803,26.249,29514.000,111,1.569,2.576,0,29514.000,1,797,176,17.745,13.100,2.091,0.478,0.915
189,image.tiff:0182-0771,330,105.564,12.793,100,87,163,771.748,181.194,771.835,181.107,74.762,756,175,30,14,31.769,13.226,173.195,0.742,30.806,34836.000,102,2.189,1.905,0,34836.000,1,756,178,166.866,14.000,2.402,0.416,0.934
190,image.tiff:0188-0826,341,111.927,16.034,100,88,191,826.817,188.040,826.674,187.903,68.479,815,178,22,20,22.939,18.928,144.822,0.914,24.413,38167.000,107,1.737,3.781,0,38167.000,1,816,183,145.008,20.000,1.212,0.825,0.938
191,image.tiff:0169-0835,128,115.344,17.662,104,91,166,834.328,169.195,834.128,168.930,50.285,825,163,20,12,22.463,7.255,155.566,0.636,22.361,14764.000,109,1.439,-0.117,0,14764.000,1,825,164,153.435,8.363,3.096,0.323,0.853
192,image.tiff:0162-0893,196,127.587,24.568,108,95,203,894.408,162.378,894.471,162.483,60.872,883,153,21,19,26.603,9.381,140.137,0.665,26.907,25007.000,121,0.930,-0.963,0,25007.000,1,884,154,138.013,10.270,2.836,0.353,0.883
193,image.tiff:0171-0886,189,123.259,21.588,103,95,181,886.468,170.907,886.337,171.171,55.460,876,163,20,16,22.385,10.750,146.285,0.772,22.472,23296.000,116,1.112,-0.478,0,23296.000,1,877,165,147.724,11.428,2.082,0.480,0.902
194,image.tiff:0180-0916,156,126.859,19.321,108,100,184,916.128,180.026,916.036,179.998,55.995,905,173,22,14,24.761,8.022,153.046,0.625,24.187,19790.000,121,0.834,-0.199,0,19790.000,1,906,174,150.255,8.939,3.087,0.324,0.850
195,image.tiff:0204-0948,133,117.955,16.866,109,96,163,948.853,204.613,948.842,204.537,47.029,941,197,15,15,19.208,8.816,129.859,0.756,19.849,15688.000,114,0.745,-0.748,0,15688.000,1,941,198,139.086,9.713,2.179,0.459,0.893
196,image.tiff:0221-0959,139,115.058,16.904,102,94,170,959.284,221.543,959.325,221.346,45.428,954,213,11,17,17.517,10.103,105.791,0.846,17.720,15993.000,109,1.489,-1.988,0,15993.000,1,957,213,106.390,11.000,1.734,0.577,0.911
197,image.tiff:0239-0968,144,117.174,16.606,108,93,164,968.847,239.521,968.866,239.559,46.660,961,232,15,15,17.525,10.462,128.362,0.831,18.439,16873.000,112,0.955,-1.394,0,16873.000,1,961,234,139.399,11.639,1.675,0.597,0.886
198,image.tiff:0185-0865,194,102.928,10.361,95,87,147,865.747,185.557,865.628,185.528,54.551,857,177,17,17,20.368,12.128,138.052,0.819,21.932,19968.000,101,1.148,1.695,0,19968.000,1,858,177,133.152,13.868,1.679,0.595,0.902
199,image.tiff:0208-0848,321,111.903,15.283,106,90,187,848.609,208.509,848.532,208.502,74.714,834,200,29,17,31.408,13.013,161.080,0.723,30.676,35921.000,108,2.118,6.120,0,35921.000,1,834,203,160.974,13.918,2.414,0.414,0.902
200,image.tiff:0204-0874,182,123.511,16.059,118,102,180,874.275,203.599,874.070,203.698,49.147,867,196,14,16,16.789,13.802,110.253,0.947,17.804,22479.000,118,1.406,3.042,0,22479.000,1,868,197,128.157,14.000,1.216,0.822,0.938
201,image.tiff:0197-0892,153,107.438,13.911,96,87,158,892.160,197.709,892.105,197.759,47.631,883,191,18,13,16.647,11.702,18.910,0.847,18.248,16438.000,103,1.898,-2.091,0,16438.000,1,883,199,9.462,12.764,1.423,0.703,0.887
202,image.tiff:0208-0896,223,111.283,13.376,103,93,176,896.406,209.235,896.225,209.251,65.754,887,197,19,23,27.431,10.351,48.881,0.648,27.659,24816.000,109,1.553,6.312,0,24816.000,1,887,219,49.399,11.967,2.650,0.377,0.854
203,image.tiff:0204-0922,174,122.517,19.959,108,96,179,922.598,204.718,922.707,204.731,52.895,912,199,21,11,22.407,9.887,169.327,0.782,22.136,21318.000,116,1.040,-0.935,0,21318.000,1,912,202,161.565,10.486,2.266,0.441,0.911
204,image.tiff:0240-0925,123,126.707,21.427,112,97,198,924.923,240.167,924.701,239.847,42.006,918,234,14,13,15.975,9.803,135.200,0.876,17.029,15585.000,118,0.939,1.118,0,15585.000,1,918,235,139.764,11.099,1.630,0.614,0.898
205,image.tiff:0259-0928,159,117.044,10.288,112,101,156,928.695,259.167,928.738,259.048,48.420,919,253,19,12,18.491,10.948,167.048,0.852,19.647,18610.000,115,0.396,18.680,0,18610.000,1,919,258,165.256,11.828,1.689,0.592,0.909
206,image.tiff:0272-0930,150,125.980,27.139,105,94,221,930.407,272.447,930.258,272.333,45.036,923,266,15,13,16.396,11.648,146.898,0.929,17.804,18897.000,117,1.171,1.272,0,18897.000,1,923,267,141.843,12.524,1.408,0.710,0.923
207,image.tiff:0160-0765,581,119.124,20.429,99,86,190,762.194,158.528,762.524,158.343,118.789,741,149,48,22,47.452,15.589,3.071,0.517,48.260,69211.000,114,0.905,0.099,0,69211.000,1,741,162,5.947,21.588,3.044,0.329,0.787
208,image.tiff:0113-0673,172,130.983,12.089,120,110,162,674.006,113.535,673.812,113.558,54.982,663,106,21,14,22.991,9.525,20.041,0.715,22.472,22529.000,128,0.957,-7.796,0,22529.000,1,663,117,20.854,10.128,2.414,0.414,0.878
209,image.tiff:0064-0724,155,120.787,14.976,107,99,163,725.074,64.061,725.212,64.105,45.951,717,58,15,13,16.423,12.017,153.725,0.922,17.804,18722.000,117,0.362,2.997,0,18722.000,1,718,59,141.843,12.527,1.367,0.732,0.939
210,image.tiff:0086-0764,141,129.674,26.205,108,97,209,763.181,86.663,763.190,86.411,60.305,752,78,24,16,27.454,6.539,148.384,0.487,27.295,18284.000,119,1.353,-0.209,0,18284.000,1,752,80,151.557,7.696,4.198,0.238,0.817
211,image.tiff:0139-0706,75,119.813,22.866,103,98,229,706.593,139.207,706.787,139.146,32.926,700,136,13,7,13.190,7.240,175.672,0.869,13.342,8986.000,112,3.080,8.673,0,8986.000,1,700,137,167.005,7.000,1.822,0.549,0.926
212,image.tiff:0204-0788,169,114.550,16.881,103,94,169,787.802,204.038,787.727,203.772,49.819,779,198,18,13,18.904,11.382,21.117,0.856,19.723,19359.000,109,0.962,1.532,0,19359.000,1,780,209,30.466,12.595,1.661,0.602,0.914
213,image.tiff:0189-0705,210,129.429,23.186,114,103,202,705.552,188.962,705.438,188.694,61.533,693,181,24,16,25.001,10.695,25.835,0.697,25.632,27180.000,118,1.230,0.022,0,27180.000,1,693,193,20.556,11.549,2.338,0.428,0.884
214,image.tiff:0253-0831,245,119.555,22.547,103,91,191,830.398,253.112,830.105,252.944,66.331,817,247,28,13,27.773,11.232,11.815,0.700,28.862,29291.000,111,1.055,0.486,0,29291.000,1,817,257,14.036,12.369,2.473,0.404,0.893
215,image.tiff:0266-0846,204,124.956,16.185,110,102,174,845.951,265.809,845.806,266.157,54.671,838,257,17,18,20.621,12.596,51.369,0.858,21.260,25491.000,120,1.196,-1.155,0,25491.000,1,839,274,48.814,13.435,1.637,0.611,0.919
216,image.tiff:0283-0820,209,120.713,10.145,115,104,157,820.189,283.093,820.318,282.975,57.169,811,274,19,18,22.538,11.807,44.620,0.804,23.345,25229.000,119,2.880,-22.739,0,25229.000,1,812,291,43.264,12.728,1.909,0.524,0.907
217,image.tiff:0277-0807,224,124.531,16.037,117,100,182,807.281,276.987,807.260,276.826,57.549,799,268,17,19,21.991,12.969,55.508,0.850,23.601,27895.000,119,1.595,-1.638,0,27895.000,1,801,287,53.616,13.868,1.696,0.590,0.924
