 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
189,image.tiff:0317-0790,91,125.451,17.019,105,101,164,790.324,316.863,790.462,316.752,39.041,784,311,12,13,15.666,7.396,133.828,0.750,16.401,11416,121,0.535,-1.960,0,11416,1,785,311,127.569,8.485,2.118,0.472,0.867
190,image.tiff:0345-0837,58,116.741,9.615,105,99,141,837.500,345.000,837.419,344.955,28.673,832,342,11,6,11.501,6.421,6.032,0.887,11.705,6771,116,-0.672,15.015,0,6771,1,832,347,19.983,6.000,1.791,0.558,0.951
191,image.tiff:0344-0813,83,116.470,10.600,105,99,147,813.922,344.753,813.913,344.825,33.699,809,339,9,11,11.427,9.248,74.269,0.918,12.207,9667,115,0.216,5.807,0,9667,1,810,349,55.008,9.000,1.236,0.809,0.949
192,image.tiff:0348-0791,78,137.513,15.223,124,110,168,791.577,348.192,791.522,347.971,31.742,787,343,9,10,10.855,9.149,60.554,0.973,12.042,10726.000,136,0.452,-4.462,0,10726.000,1,787,352,41.634,9.000,1.187,0.843,0.951
193,image.tiff:0376-0818,109,127.881,14.508,121,100,159,817.876,376.050,817.676,375.977,38.848,813,370,10,13,13.814,10.047,73.606,0.908,14.765,13939,126,0.098,0.240,0,13939,1,815,383,61.699,10.000,1.375,0.727,0.944
194,image.tiff:0388-0835,120,116.667,9.299,108,98,143,835.017,387.733,834.987,387.648,41.737,828,383,15,10,15.725,9.716,5.342,0.866,15.811,14000,116,-1.777,33.463,0,14000,1,828,385,161.565,10.000,1.618,0.618,0.923
195,image.tiff:0406-0817,84,117.155,8.496,117,100,142,817.000,406.131,816.911,406.221,33.124,812,401,10,10,10.684,10.011,28.976,0.962,11.662,9841,117,-1.570,36.422,0,9841,1,812,409,30.964,10.000,1.067,0.937,0.933
196,image.tiff:0387-0805,75,128.933,8.622,124,113,150,804.860,387.113,804.921,387.076,35.056,800,381,10,12,14.209,6.721,53.674,0.767,14.422,9670,129,-0.725,18.715,0,9670,1,801,393,56.310,7.770,2.114,0.473,0.888
197,image.tiff:0384-0792,56,128.786,9.023,135,111,150,792.571,384.500,792.499,384.492,28.168,788,380,9,9,10.961,6.505,43.371,0.887,11.402,7212,131,-1.044,20.305,0,7212,1,788,388,37.875,7.071,1.685,0.593,0.896
198,image.tiff:0414-0887,77,109.532,9.997,106,90,136,887.292,414.149,887.318,414.041,34.680,882,408,10,12,13.561,7.229,59.450,0.805,13.892,8434,109,-1.997,31.365,0,8434,1,884,420,59.744,8.327,1.876,0.533,0.860
199,image.tiff:0474-0792,158,126.380,11.224,116,99,155,792.171,474.487,792.017,474.462,48.215,784,468,17,13,17.267,11.650,20.012,0.854,18.385,19968,127,-0.712,10.245,0,19968,1,784,479,22.380,12.653,1.482,0.675,0.905
200,image.tiff:0484-0811,109,125.807,10.457,128,101,156,811.986,484.472,811.915,484.306,38.612,806,478,11,12,12.591,11.022,61.261,0.919,13.601,13713,126,1.691,-25.966,0,13713,1,806,488,36.027,11.000,1.142,0.875,0.952
201,image.tiff:0307-0391,168,112.030,13.699,105,88,158,389.833,305.911,389.623,305.847,53.714,382,300,18,14,19.090,11.205,24.406,0.732,20.125,18821,108,0.410,5.735,0,18821,1,382,312,26.565,13.258,1.704,0.587,0.853
202,image.tiff:0249-0420,123,164.959,22.688,165,130,215,419.622,249.939,419.905,249.791,40.976,414,243,12,13,14.039,11.155,130.386,0.921,15.000,20290,162,0.473,0.239,0,20290,1,416,243,126.870,12.000,1.259,0.795,0.935
203,image.tiff:0446-0850,138,118.087,9.570,113,97,147,850.072,445.783,850.213,445.639,45.143,843,439,14,14,17.019,10.324,42.453,0.851,17.804,16296,118,1.265,-9.437,0,16296,1,843,451,38.157,11.204,1.648,0.607,0.914
204,image.tiff:0290-0636,179,125.642,14.380,130,94,173,636.293,289.584,636.241,289.252,50.286,629,282,15,16,17.572,12.970,44.971,0.890,18.868,22490,126,0.554,-2.549,0,22490,1,631,298,57.995,14.142,1.355,0.738,0.920
205,image.tiff:0347-0314,87,110.713,13.974,94,90,144,314.339,347.098,314.268,347.082,34.370,310,341,9,12,12.200,9.080,88.021,0.926,12.649,9632,109,0.732,-3.566,0,9632,1,312,341,108.435,9.000,1.344,0.744,0.930
